coin,timestamp,price,volume
DAI,2022-05-22 09:00:00+00:00,1.0,30423.276
DAI,2022-05-22 10:00:00+00:00,0.9999,142064.04226
DAI,2022-05-22 11:00:00+00:00,1.0,102382.08656
DAI,2022-05-22 12:00:00+00:00,1.0,74861.8969
DAI,2022-05-22 13:00:00+00:00,1.0004,304221.18741
DAI,2022-05-22 14:00:00+00:00,1.0001,110533.24619
DAI,2022-05-22 15:00:00+00:00,1.0003,130690.69334
DAI,2022-05-22 16:00:00+00:00,0.9998,33634.81145
DAI,2022-05-22 17:00:00+00:00,1.0002,32526.82967
DAI,2022-05-22 18:00:00+00:00,0.9999,35440.757
DAI,2022-05-22 19:00:00+00:00,0.9998,30706.18916
DAI,2022-05-22 20:00:00+00:00,1.0,28250.22264
DAI,2022-05-22 21:00:00+00:00,0.9999,41447.76466
DAI,2022-05-22 22:00:00+00:00,0.9999,44138.79698
DAI,2022-05-22 23:00:00+00:00,1.0001,62359.13588
DAI,2022-05-23 00:00:00+00:00,1.0001,38332.19111
DAI,2022-05-23 01:00:00+00:00,1.0001,86712.65877
DAI,2022-05-23 02:00:00+00:00,1.0001,74952.26904
DAI,2022-05-23 03:00:00+00:00,1.0,75034.40714
DAI,2022-05-23 04:00:00+00:00,1.0001,27555.68763
DAI,2022-05-23 05:00:00+00:00,0.9999,8823.96621
DAI,2022-05-23 06:00:00+00:00,0.9998,26204.74274
DAI,2022-05-23 07:00:00+00:00,0.9999,67197.14957
DAI,2022-05-23 08:00:00+00:00,1.0001,38673.22827
DAI,2022-05-23 09:00:00+00:00,1.0,53766.05095
DAI,2022-05-23 10:00:00+00:00,1.0001,127460.44138
DAI,2022-05-23 11:00:00+00:00,1.0001,82849.41867
DAI,2022-05-23 12:00:00+00:00,1.0001,50769.69699
DAI,2022-05-23 13:00:00+00:00,1.0,74360.59256
DAI,2022-05-23 14:00:00+00:00,0.9999,91557.58979
DAI,2022-05-23 15:00:00+00:00,0.9998,79450.18475
DAI,2022-05-23 16:00:00+00:00,0.9999,81817.18456
DAI,2022-05-23 17:00:00+00:00,0.9999,81260.85313
DAI,2022-05-23 18:00:00+00:00,0.9998,201071.492
DAI,2022-05-23 19:00:00+00:00,1.0001,224069.35288
DAI,2022-05-23 20:00:00+00:00,0.9999,116185.76343
DAI,2022-05-23 21:00:00+00:00,0.9999,26263.77169
DAI,2022-05-23 22:00:00+00:00,1.0001,1638585.99855
DAI,2022-05-23 23:00:00+00:00,1.0001,88501.42453
DAI,2022-05-24 00:00:00+00:00,1.0,68834.48509
DAI,2022-05-24 01:00:00+00:00,1.0,32386.85754
DAI,2022-05-24 02:00:00+00:00,0.9999,33179.02816
DAI,2022-05-24 03:00:00+00:00,0.9999,46793.10675
DAI,2022-05-24 04:00:00+00:00,1.0,15070.26164
DAI,2022-05-24 05:00:00+00:00,0.9999,46520.94413
DAI,2022-05-24 06:00:00+00:00,1.0,90852.18395
DAI,2022-05-24 07:00:00+00:00,1.0,21902.5105
DAI,2022-05-24 08:00:00+00:00,0.9998,27785.76489
DAI,2022-05-24 09:00:00+00:00,0.9998,33882.97701
DAI,2022-05-24 10:00:00+00:00,0.9998,65049.36071
DAI,2022-05-24 11:00:00+00:00,0.9998,99974.2622
DAI,2022-05-24 12:00:00+00:00,0.9998,165611.25669
DAI,2022-05-24 13:00:00+00:00,0.9998,65807.5842
DAI,2022-05-24 14:00:00+00:00,1.0,260454.22586
DAI,2022-05-24 15:00:00+00:00,1.0001,67199.08352
DAI,2022-05-24 16:00:00+00:00,1.0001,144645.24659
DAI,2022-05-24 17:00:00+00:00,0.9999,109855.74092
DAI,2022-05-24 18:00:00+00:00,0.9999,81389.01767
DAI,2022-05-24 19:00:00+00:00,0.9999,24431.90538
DAI,2022-05-24 20:00:00+00:00,1.0,108850.8185
DAI,2022-05-24 21:00:00+00:00,0.9999,49874.30151
DAI,2022-05-24 22:00:00+00:00,0.9998,33853.42464
DAI,2022-05-24 23:00:00+00:00,0.9999,51299.47517
DAI,2022-05-25 00:00:00+00:00,1.0,18838.1658
DAI,2022-05-25 01:00:00+00:00,0.9999,61362.00154
DAI,2022-05-25 02:00:00+00:00,0.9999,16791.88312
DAI,2022-05-25 03:00:00+00:00,0.9998,62186.23757
DAI,2022-05-25 04:00:00+00:00,0.9999,17555.23581
DAI,2022-05-25 05:00:00+00:00,0.9998,22176.29529
DAI,2022-05-25 06:00:00+00:00,0.9999,61250.00587
DAI,2022-05-25 07:00:00+00:00,0.9999,35032.81053
DAI,2022-05-25 08:00:00+00:00,0.9998,24752.40563
DAI,2022-05-25 09:00:00+00:00,1.0,631343.60654
DAI,2022-05-25 10:00:00+00:00,0.9999,150841.01958
DAI,2022-05-25 11:00:00+00:00,0.9999,12831.87861
DAI,2022-05-25 12:00:00+00:00,1.0,26036.56758
DAI,2022-05-25 13:00:00+00:00,0.9998,93207.20357
DAI,2022-05-25 14:00:00+00:00,0.9997,43747.26833
DAI,2022-05-25 15:00:00+00:00,0.9999,203286.86258
DAI,2022-05-25 16:00:00+00:00,0.9999,47497.54563
DAI,2022-05-25 17:00:00+00:00,0.9997,178762.27535
DAI,2022-05-25 18:00:00+00:00,1.0,43008.8466
DAI,2022-05-25 19:00:00+00:00,0.9998,50645.93444
DAI,2022-05-25 20:00:00+00:00,0.9999,29434.37353
DAI,2022-05-25 21:00:00+00:00,0.9997,51068.04512
DAI,2022-05-25 22:00:00+00:00,0.9997,67407.76313
DAI,2022-05-25 23:00:00+00:00,0.9997,35771.35831
DAI,2022-05-26 00:00:00+00:00,0.9997,57143.31903
DAI,2022-05-26 01:00:00+00:00,0.9997,24008.13784
DAI,2022-05-26 02:00:00+00:00,0.9997,43055.25916
DAI,2022-05-26 03:00:00+00:00,0.9998,52431.35313
DAI,2022-05-26 04:00:00+00:00,0.9998,21968.9487
DAI,2022-05-26 05:00:00+00:00,0.9997,8231.19779
DAI,2022-05-26 06:00:00+00:00,0.9997,176839.25964
DAI,2022-05-26 07:00:00+00:00,0.9997,17048.3914
DAI,2022-05-26 08:00:00+00:00,0.9997,125502.43135
DAI,2022-05-26 09:00:00+00:00,0.9997,145577.49115
DAI,2022-05-26 10:00:00+00:00,0.9998,335002.89127
DAI,2022-05-26 11:00:00+00:00,0.9999,165457.49661
DAI,2022-05-26 12:00:00+00:00,0.9997,89742.40506
DAI,2022-05-26 13:00:00+00:00,1.0002,445400.74458
DAI,2022-05-26 14:00:00+00:00,1.0,325726.62603
DAI,2022-05-26 15:00:00+00:00,1.0,103513.96008
DAI,2022-05-26 16:00:00+00:00,0.9999,106366.37556
DAI,2022-05-26 17:00:00+00:00,1.0,73881.20336
DAI,2022-05-26 18:00:00+00:00,1.0,62251.27177
DAI,2022-05-26 19:00:00+00:00,0.9999,74877.66855
DAI,2022-05-26 20:00:00+00:00,1.0003,156812.77043
DAI,2022-05-26 21:00:00+00:00,1.0003,69110.93373
DAI,2022-05-26 22:00:00+00:00,1.0003,25594.74253
DAI,2022-05-26 23:00:00+00:00,1.0,157199.19461
DAI,2022-05-27 00:00:00+00:00,1.0002,197916.6902
DAI,2022-05-27 01:00:00+00:00,1.0003,756654.18012
DAI,2022-05-27 02:00:00+00:00,1.0003,49074.13827
DAI,2022-05-27 03:00:00+00:00,1.0002,524166.04101
DAI,2022-05-27 04:00:00+00:00,1.0003,44900.56937
DAI,2022-05-27 05:00:00+00:00,1.0002,41538.01355
DAI,2022-05-27 06:00:00+00:00,1.0002,37252.63029
DAI,2022-05-27 07:00:00+00:00,1.0003,52746.04361
DAI,2022-05-27 08:00:00+00:00,1.0003,84068.73387
DAI,2022-05-27 09:00:00+00:00,1.0002,16950.69676
DAI,2022-05-27 10:00:00+00:00,1.0001,60610.06756
DAI,2022-05-27 11:00:00+00:00,1.0001,57178.34943
DAI,2022-05-27 12:00:00+00:00,1.0001,148632.6186
DAI,2022-05-27 13:00:00+00:00,1.0001,49840.24679
DAI,2022-05-27 14:00:00+00:00,1.0001,450631.18261
DAI,2022-05-27 15:00:00+00:00,1.0002,259974.51743
DAI,2022-05-27 16:00:00+00:00,1.0003,113868.4191
DAI,2022-05-27 17:00:00+00:00,0.9999,240445.72591
DAI,2022-05-27 18:00:00+00:00,0.9999,94360.8971
